sourcedId,givenName,familyName,middleName,email,phone,dateOfBirth,sex,grade,school,schoolCode,schoolName,address,city,state,zipCode,parentName,parentPhone,parentEmail,specialEducation,plan504,ell,disabilities,MedicalNotes,Vision,Hearing,CAASPP,ELPAC,CaseManager,SpeechProvider,MHProvider,OTProvider,Disability,ServiceMinutes,Goals,Notes,Plan,period1TeacherId,period1Subject,period1Room,period2TeacherId,period2Subject,period2Room,period3TeacherId,period3Subject,period3Room,period4TeacherId,period4Subject,period4Room,period5TeacherId,period5Subject,period5Room,period6TeacherId,period6Subject,period6Room,period7TeacherId,period7Subject,period7Room
123456840,Student51,Aeries51,Z,student51@school.edu,555-0051,2008-04-24,F,10,Central High School,CHS,Central High School,151 Main St,Anytown,CA,90210,Parent51,555-1051,parent51@email.com,Yes,No,No,ED,Medical notes for student 51,20/20,Normal,Advanced,Early Intermediate,Case Manager 2,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ED,213,Goal for student 51: Improve academic performance and social skills,Notes for student 51: Requires additional support in math and reading,504,100006,Music,201,100040,English,105,100006,History,203,100028,French,105,100007,Math,204,100034,Science,204,100038,Math,202
123456841,Student52,Aeries52,A,student52@school.edu,555-0052,2008-05-25,M,11,Central High School,CHS,Central High School,152 Main St,Anytown,CA,90210,Parent52,555-1052,parent52@email.com,No,Yes,No,SLD,,20/40,Normal,Below Basic,Intermediate,Case Manager 3,Speech Provider 2,Mental Health Provider 2,OT Provider 2,SLD,216,Goal for student 52: Improve academic performance and social skills,Notes for student 52: Requires additional support in math and reading,IEP,100041,Spanish,201,100018,French,105,100034,English,104,100043,Science,202,100033,Music,103,100025,French,105,100017,History,104
123456842,Student53,Aeries53,B,student53@school.edu,555-0053,2008-06-26,F,12,Central High School,CHS,Central High School,153 Main St,Anytown,CA,90210,Parent53,555-1053,parent53@email.com,No,No,No,OHI,,20/20,Normal,Basic,Early Advanced,Case Manager 4,Speech Provider 3,Mental Health Provider 3,OT Provider 3,OHI,219,Goal for student 53: Improve academic performance and social skills,Notes for student 53: Requires additional support in math and reading,504,100015,History,204,100007,Math,102,100024,Computer Science,202,100009,PE,104,100031,Art,103,100003,Math,205,100037,History,202
123456843,Student54,Aeries54,C,student54@school.edu,555-0054,2008-07-27,M,7,Central High School,CHS,Central High School,154 Main St,Anytown,CA,90210,Parent54,555-1054,parent54@email.com,Yes,No,No,ASD,Medical notes for student 54,20/20,Normal,Proficient,Advanced,Case Manager 5,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ASD,222,Goal for student 54: Improve academic performance and social skills,Notes for student 54: Requires additional support in math and reading,IEP,100029,English,105,100037,French,205,100004,PE,101,100022,History,203,100045,Art,202,100004,History,203,100021,Computer Science,204
123456844,Student55,Aeries55,D,student55@school.edu,555-0055,2008-08-28,F,8,Central High School,CHS,Central High School,155 Main St,Anytown,CA,90210,Parent55,555-1055,parent55@email.com,No,No,Yes,ED,,20/20,Mild hearing loss,Advanced,Beginning,Case Manager 1,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ED,225,Goal for student 55: Improve academic performance and social skills,Notes for student 55: Requires additional support in math and reading,504,100016,Computer Science,105,100043,French,102,100039,Art,105,100002,Science,202,100036,Computer Science,205,100022,Math,201,100027,PE,103
123456845,Student56,Aeries56,E,student56@school.edu,555-0056,2008-09-01,M,9,Central High School,CHS,Central High School,156 Main St,Anytown,CA,90210,Parent56,555-1056,parent56@email.com,No,Yes,No,SLD,,20/40,Normal,Below Basic,Early Intermediate,Case Manager 2,Speech Provider 3,Mental Health Provider 3,OT Provider 3,SLD,228,Goal for student 56: Improve academic performance and social skills,Notes for student 56: Requires additional support in math and reading,IEP,100034,English,205,100029,French,205,100014,Computer Science,105,100030,Math,101,100009,Spanish,102,100009,Computer Science,203,100029,Spanish,205
123456846,Student57,Aeries57,F,student57@school.edu,555-0057,2008-10-02,F,10,Central High School,CHS,Central High School,157 Main St,Anytown,CA,90210,Parent57,555-1057,parent57@email.com,Yes,No,No,OHI,Medical notes for student 57,20/20,Normal,Basic,Intermediate,Case Manager 3,Speech Provider 1,Mental Health Provider 1,OT Provider 1,OHI,231,Goal for student 57: Improve academic performance and social skills,Notes for student 57: Requires additional support in math and reading,504,100024,Music,104,100022,French,104,100032,Art,104,100041,PE,204,100013,History,202,100011,Music,102,100013,History,203
123456847,Student58,Aeries58,G,student58@school.edu,555-0058,2008-11-03,M,11,Central High School,CHS,Central High School,158 Main St,Anytown,CA,90210,Parent58,555-1058,parent58@email.com,No,No,No,ASD,,20/20,Normal,Proficient,Early Advanced,Case Manager 4,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ASD,234,Goal for student 58: Improve academic performance and social skills,Notes for student 58: Requires additional support in math and reading,IEP,100022,Math,203,100005,History,105,100010,Computer Science,103,100034,Math,205,100023,History,204,100015,Spanish,103,100014,Spanish,202
123456848,Student59,Aeries59,H,student59@school.edu,555-0059,2008-12-04,F,12,Central High School,CHS,Central High School,159 Main St,Anytown,CA,90210,Parent59,555-1059,parent59@email.com,No,No,No,ED,,20/20,Normal,Advanced,Advanced,Case Manager 5,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ED,237,Goal for student 59: Improve academic performance and social skills,Notes for student 59: Requires additional support in math and reading,504,100029,Music,103,100010,Math,105,100033,English,101,100009,History,105,100015,Math,104,100017,French,103,100007,Art,205
123456849,Student60,Aeries60,I,student60@school.edu,555-0060,2008-01-05,M,7,Central High School,CHS,Central High School,160 Main St,Anytown,CA,90210,Parent60,555-1060,parent60@email.com,Yes,Yes,Yes,SLD,Medical notes for student 60,20/40,Mild hearing loss,Below Basic,Beginning,Case Manager 1,Speech Provider 1,Mental Health Provider 1,OT Provider 1,SLD,240,Goal for student 60: Improve academic performance and social skills,Notes for student 60: Requires additional support in math and reading,IEP,100035,PE,104,100024,Math,102,100036,History,105,100029,Art,202,100031,English,203,100019,Science,103,100007,French,201
123456850,Student61,Aeries61,J,student61@school.edu,555-0061,2008-02-06,F,8,Central High School,CHS,Central High School,161 Main St,Anytown,CA,90210,Parent61,555-1061,parent61@email.com,No,No,No,OHI,,20/20,Normal,Basic,Early Intermediate,Case Manager 2,Speech Provider 2,Mental Health Provider 2,OT Provider 2,OHI,243,Goal for student 61: Improve academic performance and social skills,Notes for student 61: Requires additional support in math and reading,504,100021,Math,202,100044,History,204,100040,Art,203,100042,PE,201,100033,Spanish,202,100020,History,104,100035,Computer Science,204
123456851,Student62,Aeries62,K,student62@school.edu,555-0062,2008-03-07,M,9,Central High School,CHS,Central High School,162 Main St,Anytown,CA,90210,Parent62,555-1062,parent62@email.com,No,No,No,ASD,,20/20,Normal,Proficient,Intermediate,Case Manager 3,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ASD,246,Goal for student 62: Improve academic performance and social skills,Notes for student 62: Requires additional support in math and reading,IEP,100009,English,204,100005,PE,102,100018,Math,201,100004,Music,101,100024,French,203,100031,Computer Science,101,100032,PE,105
123456852,Student63,Aeries63,L,student63@school.edu,555-0063,2008-04-08,F,10,Central High School,CHS,Central High School,163 Main St,Anytown,CA,90210,Parent63,555-1063,parent63@email.com,Yes,No,No,ED,Medical notes for student 63,20/20,Normal,Advanced,Early Advanced,Case Manager 4,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ED,249,Goal for student 63: Improve academic performance and social skills,Notes for student 63: Requires additional support in math and reading,504,100026,PE,101,100039,Spanish,205,100044,Art,203,100042,Computer Science,105,100007,Computer Science,203,100006,Math,201,100004,Art,101
123456853,Student64,Aeries64,M,student64@school.edu,555-0064,2008-05-09,M,11,Central High School,CHS,Central High School,164 Main St,Anytown,CA,90210,Parent64,555-1064,parent64@email.com,No,Yes,No,SLD,,20/40,Normal,Below Basic,Advanced,Case Manager 5,Speech Provider 2,Mental Health Provider 2,OT Provider 2,SLD,252,Goal for student 64: Improve academic performance and social skills,Notes for student 64: Requires additional support in math and reading,IEP,100025,English,204,100018,Math,205,100010,History,201,100008,English,202,100044,French,202,100017,Art,203,100020,English,101
123456854,Student65,Aeries65,N,student65@school.edu,555-0065,2008-06-10,F,12,Central High School,CHS,Central High School,165 Main St,Anytown,CA,90210,Parent65,555-1065,parent65@email.com,No,No,Yes,OHI,,20/20,Mild hearing loss,Basic,Beginning,Case Manager 1,Speech Provider 3,Mental Health Provider 3,OT Provider 3,OHI,255,Goal for student 65: Improve academic performance and social skills,Notes for student 65: Requires additional support in math and reading,504,100005,Music,205,100019,Science,103,100018,Science,105,100003,Music,201,100025,Math,201,100032,English,205,100013,Science,103
123456855,Student66,Aeries66,O,student66@school.edu,555-0066,2008-07-11,M,7,Central High School,CHS,Central High School,166 Main St,Anytown,CA,90210,Parent66,555-1066,parent66@email.com,Yes,No,No,ASD,Medical notes for student 66,20/20,Normal,Proficient,Early Intermediate,Case Manager 2,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ASD,258,Goal for student 66: Improve academic performance and social skills,Notes for student 66: Requires additional support in math and reading,IEP,100009,History,204,100030,Science,105,100044,Science,203,100008,Computer Science,103,100038,Science,205,100002,English,103,100033,Science,104
123456856,Student67,Aeries67,P,student67@school.edu,555-0067,2008-08-12,F,8,Central High School,CHS,Central High School,167 Main St,Anytown,CA,90210,Parent67,555-1067,parent67@email.com,No,No,No,ED,,20/20,Normal,Advanced,Intermediate,Case Manager 3,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ED,261,Goal for student 67: Improve academic performance and social skills,Notes for student 67: Requires additional support in math and reading,504,100003,English,202,100014,French,102,100025,English,203,100030,French,204,100039,French,102,100041,Music,103,100035,Spanish,101
123456857,Student68,Aeries68,Q,student68@school.edu,555-0068,2008-09-13,M,9,Central High School,CHS,Central High School,168 Main St,Anytown,CA,90210,Parent68,555-1068,parent68@email.com,No,Yes,No,SLD,,20/40,Normal,Below Basic,Early Advanced,Case Manager 4,Speech Provider 3,Mental Health Provider 3,OT Provider 3,SLD,264,Goal for student 68: Improve academic performance and social skills,Notes for student 68: Requires additional support in math and reading,IEP,100018,English,201,100005,French,202,100014,Math,205,100034,Music,103,100031,Music,205,100022,Art,202,100002,Music,201
123456858,Student69,Aeries69,R,student69@school.edu,555-0069,2008-10-14,F,10,Central High School,CHS,Central High School,169 Main St,Anytown,CA,90210,Parent69,555-1069,parent69@email.com,Yes,No,No,OHI,Medical notes for student 69,20/20,Normal,Basic,Advanced,Case Manager 5,Speech Provider 1,Mental Health Provider 1,OT Provider 1,OHI,267,Goal for student 69: Improve academic performance and social skills,Notes for student 69: Requires additional support in math and reading,504,100017,Science,204,100031,Computer Science,205,100042,Computer Science,205,100027,PE,104,100001,History,201,100021,French,103,100033,Music,101
123456859,Student70,Aeries70,S,student70@school.edu,555-0070,2008-11-15,M,11,Central High School,CHS,Central High School,170 Main St,Anytown,CA,90210,Parent70,555-1070,parent70@email.com,No,No,Yes,ASD,,20/20,Mild hearing loss,Proficient,Beginning,Case Manager 1,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ASD,270,Goal for student 70: Improve academic performance and social skills,Notes for student 70: Requires additional support in math and reading,IEP,100041,Spanish,102,100008,French,103,100007,English,201,100031,Math,204,100015,History,201,100028,Spanish,101,100042,Spanish,203
123456860,Student71,Aeries71,T,student71@school.edu,555-0071,2008-12-16,F,12,Central High School,CHS,Central High School,171 Main St,Anytown,CA,90210,Parent71,555-1071,parent71@email.com,No,No,No,ED,,20/20,Normal,Advanced,Early Intermediate,Case Manager 2,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ED,273,Goal for student 71: Improve academic performance and social skills,Notes for student 71: Requires additional support in math and reading,504,100012,Computer Science,201,100040,Math,101,100036,Art,101,100016,Computer Science,103,100010,History,202,100003,Computer Science,104,100037,Spanish,105
123456861,Student72,Aeries72,U,student72@school.edu,555-0072,2008-01-17,M,7,Central High School,CHS,Central High School,172 Main St,Anytown,CA,90210,Parent72,555-1072,parent72@email.com,Yes,Yes,No,SLD,Medical notes for student 72,20/40,Normal,Below Basic,Intermediate,Case Manager 3,Speech Provider 1,Mental Health Provider 1,OT Provider 1,SLD,276,Goal for student 72: Improve academic performance and social skills,Notes for student 72: Requires additional support in math and reading,IEP,100031,Art,205,100043,Computer Science,104,100039,Art,204,100010,Art,102,100045,English,204,100044,PE,102,100029,French,202
123456862,Student73,Aeries73,V,student73@school.edu,555-0073,2008-02-18,F,8,Central High School,CHS,Central High School,173 Main St,Anytown,CA,90210,Parent73,555-1073,parent73@email.com,No,No,No,OHI,,20/20,Normal,Basic,Early Advanced,Case Manager 4,Speech Provider 2,Mental Health Provider 2,OT Provider 2,OHI,279,Goal for student 73: Improve academic performance and social skills,Notes for student 73: Requires additional support in math and reading,504,100028,Computer Science,102,100033,Music,202,100005,Spanish,104,100021,PE,202,100013,Computer Science,102,100001,Music,104,100032,Music,105
123456863,Student74,Aeries74,W,student74@school.edu,555-0074,2008-03-19,M,9,Central High School,CHS,Central High School,174 Main St,Anytown,CA,90210,Parent74,555-1074,parent74@email.com,No,No,No,ASD,,20/20,Normal,Proficient,Advanced,Case Manager 5,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ASD,282,Goal for student 74: Improve academic performance and social skills,Notes for student 74: Requires additional support in math and reading,IEP,100021,Spanish,204,100018,French,205,100018,English,102,100039,Math,105,100027,Computer Science,101,100011,Music,103,100031,French,201
123456864,Student75,Aeries75,X,student75@school.edu,555-0075,2008-04-20,F,10,Central High School,CHS,Central High School,175 Main St,Anytown,CA,90210,Parent75,555-1075,parent75@email.com,Yes,No,Yes,ED,Medical notes for student 75,20/20,Mild hearing loss,Advanced,Beginning,Case Manager 1,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ED,285,Goal for student 75: Improve academic performance and social skills,Notes for student 75: Requires additional support in math and reading,504,100041,English,202,100030,Computer Science,101,100024,Spanish,103,100023,PE,101,100015,French,105,100008,English,204,100001,French,102
123456865,Student76,Aeries76,Y,student76@school.edu,555-0076,2008-05-21,M,11,Central High School,CHS,Central High School,176 Main St,Anytown,CA,90210,Parent76,555-1076,parent76@email.com,No,Yes,No,SLD,,20/40,Normal,Below Basic,Early Intermediate,Case Manager 2,Speech Provider 2,Mental Health Provider 2,OT Provider 2,SLD,288,Goal for student 76: Improve academic performance and social skills,Notes for student 76: Requires additional support in math and reading,IEP,100023,Science,103,100034,Music,102,100039,History,104,100004,English,201,100019,PE,103,100027,PE,204,100027,English,203
123456866,Student77,Aeries77,Z,student77@school.edu,555-0077,2008-06-22,F,12,Central High School,CHS,Central High School,177 Main St,Anytown,CA,90210,Parent77,555-1077,parent77@email.com,No,No,No,OHI,,20/20,Normal,Basic,Intermediate,Case Manager 3,Speech Provider 3,Mental Health Provider 3,OT Provider 3,OHI,291,Goal for student 77: Improve academic performance and social skills,Notes for student 77: Requires additional support in math and reading,504,100017,Art,203,100021,Art,203,100004,PE,203,100038,Science,104,100003,English,101,100016,English,102,100045,English,103
123456867,Student78,Aeries78,A,student78@school.edu,555-0078,2008-07-23,M,7,Central High School,CHS,Central High School,178 Main St,Anytown,CA,90210,Parent78,555-1078,parent78@email.com,Yes,No,No,ASD,Medical notes for student 78,20/20,Normal,Proficient,Early Advanced,Case Manager 4,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ASD,294,Goal for student 78: Improve academic performance and social skills,Notes for student 78: Requires additional support in math and reading,IEP,100014,Computer Science,205,100007,PE,104,100029,English,101,100011,PE,203,100018,Music,201,100016,Music,103,100031,English,102
123456868,Student79,Aeries79,B,student79@school.edu,555-0079,2008-08-24,F,8,Central High School,CHS,Central High School,179 Main St,Anytown,CA,90210,Parent79,555-1079,parent79@email.com,No,No,No,ED,,20/20,Normal,Advanced,Advanced,Case Manager 5,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ED,297,Goal for student 79: Improve academic performance and social skills,Notes for student 79: Requires additional support in math and reading,504,100023,Music,205,100031,Spanish,202,100016,French,202,100014,English,103,100014,Computer Science,201,100043,French,201,100045,English,202
123456869,Student80,Aeries80,C,student80@school.edu,555-0080,2008-09-25,M,9,Central High School,CHS,Central High School,180 Main St,Anytown,CA,90210,Parent80,555-1080,parent80@email.com,No,Yes,Yes,SLD,,20/40,Mild hearing loss,Below Basic,Beginning,Case Manager 1,Speech Provider 3,Mental Health Provider 3,OT Provider 3,SLD,300,Goal for student 80: Improve academic performance and social skills,Notes for student 80: Requires additional support in math and reading,IEP,100001,Music,101,100016,History,102,100021,French,102,100027,Math,205,100042,English,201,100035,Math,205,100038,Math,101
123456870,Student81,Aeries81,D,student81@school.edu,555-0081,2008-10-26,F,10,Central High School,CHS,Central High School,181 Main St,Anytown,CA,90210,Parent81,555-1081,parent81@email.com,Yes,No,No,OHI,Medical notes for student 81,20/20,Normal,Basic,Early Intermediate,Case Manager 2,Speech Provider 1,Mental Health Provider 1,OT Provider 1,OHI,303,Goal for student 81: Improve academic performance and social skills,Notes for student 81: Requires additional support in math and reading,504,100023,Math,202,100028,PE,201,100043,Science,204,100045,Spanish,103,100001,History,203,100045,Science,105,100010,Music,104
123456871,Student82,Aeries82,E,student82@school.edu,555-0082,2008-11-27,M,11,Central High School,CHS,Central High School,182 Main St,Anytown,CA,90210,Parent82,555-1082,parent82@email.com,No,No,No,ASD,,20/20,Normal,Proficient,Intermediate,Case Manager 3,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ASD,306,Goal for student 82: Improve academic performance and social skills,Notes for student 82: Requires additional support in math and reading,IEP,100037,PE,104,100009,History,104,100040,English,204,100021,History,204,100045,Science,105,100020,Music,202,100037,Art,204
123456872,Student83,Aeries83,F,student83@school.edu,555-0083,2008-12-28,F,12,Central High School,CHS,Central High School,183 Main St,Anytown,CA,90210,Parent83,555-1083,parent83@email.com,No,No,No,ED,,20/20,Normal,Advanced,Early Advanced,Case Manager 4,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ED,309,Goal for student 83: Improve academic performance and social skills,Notes for student 83: Requires additional support in math and reading,504,100034,Computer Science,105,100027,Science,104,100004,English,105,100006,Math,105,100003,Music,101,100044,French,102,100012,Computer Science,102
123456873,Student84,Aeries84,G,student84@school.edu,555-0084,2008-01-01,M,7,Central High School,CHS,Central High School,184 Main St,Anytown,CA,90210,Parent84,555-1084,parent84@email.com,Yes,Yes,No,SLD,Medical notes for student 84,20/40,Normal,Below Basic,Advanced,Case Manager 5,Speech Provider 1,Mental Health Provider 1,OT Provider 1,SLD,312,Goal for student 84: Improve academic performance and social skills,Notes for student 84: Requires additional support in math and reading,IEP,100034,PE,201,100024,Art,103,100032,History,205,100044,Spanish,205,100044,Science,204,100041,Math,203,100003,Computer Science,205
123456874,Student85,Aeries85,H,student85@school.edu,555-0085,2008-02-02,F,8,Central High School,CHS,Central High School,185 Main St,Anytown,CA,90210,Parent85,555-1085,parent85@email.com,No,No,Yes,OHI,,20/20,Mild hearing loss,Basic,Beginning,Case Manager 1,Speech Provider 2,Mental Health Provider 2,OT Provider 2,OHI,315,Goal for student 85: Improve academic performance and social skills,Notes for student 85: Requires additional support in math and reading,504,100032,English,103,100040,Science,202,100013,Music,202,100030,Music,102,100018,Music,205,100045,Computer Science,101,100018,PE,204
123456875,Student86,Aeries86,I,student86@school.edu,555-0086,2008-03-03,M,9,Central High School,CHS,Central High School,186 Main St,Anytown,CA,90210,Parent86,555-1086,parent86@email.com,No,No,No,ASD,,20/20,Normal,Proficient,Early Intermediate,Case Manager 2,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ASD,318,Goal for student 86: Improve academic performance and social skills,Notes for student 86: Requires additional support in math and reading,IEP,100003,PE,103,100004,Spanish,204,100032,Computer Science,104,100001,Math,104,100012,Music,101,100020,English,105,100034,Spanish,203
123456876,Student87,Aeries87,J,student87@school.edu,555-0087,2008-04-04,F,10,Central High School,CHS,Central High School,187 Main St,Anytown,CA,90210,Parent87,555-1087,parent87@email.com,Yes,No,No,ED,Medical notes for student 87,20/20,Normal,Advanced,Intermediate,Case Manager 3,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ED,321,Goal for student 87: Improve academic performance and social skills,Notes for student 87: Requires additional support in math and reading,504,100033,French,104,100021,Music,205,100014,Math,201,100026,Science,205,100035,History,202,100019,French,104,100011,History,202
123456877,Student88,Aeries88,K,student88@school.edu,555-0088,2008-05-05,M,11,Central High School,CHS,Central High School,188 Main St,Anytown,CA,90210,Parent88,555-1088,parent88@email.com,No,Yes,No,SLD,,20/40,Normal,Below Basic,Early Advanced,Case Manager 4,Speech Provider 2,Mental Health Provider 2,OT Provider 2,SLD,324,Goal for student 88: Improve academic performance and social skills,Notes for student 88: Requires additional support in math and reading,IEP,100029,English,101,100032,Math,103,100028,French,103,100006,Spanish,204,100034,Art,204,100016,History,103,100029,English,205
123456878,Student89,Aeries89,L,student89@school.edu,555-0089,2008-06-06,F,12,Central High School,CHS,Central High School,189 Main St,Anytown,CA,90210,Parent89,555-1089,parent89@email.com,No,No,No,OHI,,20/20,Normal,Basic,Advanced,Case Manager 5,Speech Provider 3,Mental Health Provider 3,OT Provider 3,OHI,327,Goal for student 89: Improve academic performance and social skills,Notes for student 89: Requires additional support in math and reading,504,100016,French,102,100022,Math,204,100037,PE,202,100026,Spanish,101,100002,PE,101,100028,Art,205,100005,French,203
123456879,Student90,Aeries90,M,student90@school.edu,555-0090,2008-07-07,M,7,Central High School,CHS,Central High School,190 Main St,Anytown,CA,90210,Parent90,555-1090,parent90@email.com,Yes,No,Yes,ASD,Medical notes for student 90,20/20,Mild hearing loss,Proficient,Beginning,Case Manager 1,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ASD,330,Goal for student 90: Improve academic performance and social skills,Notes for student 90: Requires additional support in math and reading,IEP,100005,History,203,100010,Spanish,205,100028,English,103,100025,Computer Science,201,100016,PE,204,100018,English,201,100003,Spanish,204
123456880,Student91,Aeries91,N,student91@school.edu,555-0091,2008-08-08,F,8,Central High School,CHS,Central High School,191 Main St,Anytown,CA,90210,Parent91,555-1091,parent91@email.com,No,No,No,ED,,20/20,Normal,Advanced,Early Intermediate,Case Manager 2,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ED,333,Goal for student 91: Improve academic performance and social skills,Notes for student 91: Requires additional support in math and reading,504,100012,Spanish,201,100026,History,201,100007,Spanish,203,100021,Music,204,100036,History,205,100032,Art,202,100043,Math,101
123456881,Student92,Aeries92,O,student92@school.edu,555-0092,2008-09-09,M,9,Central High School,CHS,Central High School,192 Main St,Anytown,CA,90210,Parent92,555-1092,parent92@email.com,No,Yes,No,SLD,,20/40,Normal,Below Basic,Intermediate,Case Manager 3,Speech Provider 3,Mental Health Provider 3,OT Provider 3,SLD,336,Goal for student 92: Improve academic performance and social skills,Notes for student 92: Requires additional support in math and reading,IEP,100001,Math,205,100019,PE,205,100019,Art,205,100014,Art,203,100043,French,105,100045,French,203,100014,Math,101
123456882,Student93,Aeries93,P,student93@school.edu,555-0093,2008-10-10,F,10,Central High School,CHS,Central High School,193 Main St,Anytown,CA,90210,Parent93,555-1093,parent93@email.com,Yes,No,No,OHI,Medical notes for student 93,20/20,Normal,Basic,Early Advanced,Case Manager 4,Speech Provider 1,Mental Health Provider 1,OT Provider 1,OHI,339,Goal for student 93: Improve academic performance and social skills,Notes for student 93: Requires additional support in math and reading,504,100016,Computer Science,205,100040,Spanish,203,100044,Spanish,102,100016,Computer Science,202,100001,Art,204,100028,Music,102,100013,PE,204
123456883,Student94,Aeries94,Q,student94@school.edu,555-0094,2008-11-11,M,11,Central High School,CHS,Central High School,194 Main St,Anytown,CA,90210,Parent94,555-1094,parent94@email.com,No,No,No,ASD,,20/20,Normal,Proficient,Advanced,Case Manager 5,Speech Provider 2,Mental Health Provider 2,OT Provider 2,ASD,342,Goal for student 94: Improve academic performance and social skills,Notes for student 94: Requires additional support in math and reading,IEP,100023,Art,201,100015,History,201,100029,Art,205,100022,History,202,100026,Art,205,100011,Spanish,203,100005,History,102
123456884,Student95,Aeries95,R,student95@school.edu,555-0095,2008-12-12,F,12,Central High School,CHS,Central High School,195 Main St,Anytown,CA,90210,Parent95,555-1095,parent95@email.com,No,No,Yes,ED,,20/20,Mild hearing loss,Advanced,Beginning,Case Manager 1,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ED,345,Goal for student 95: Improve academic performance and social skills,Notes for student 95: Requires additional support in math and reading,504,100018,French,205,100007,Math,204,100037,PE,104,100002,English,103,100023,Science,203,100016,History,202,100037,Art,203
123456885,Student96,Aeries96,S,student96@school.edu,555-0096,2008-01-13,M,7,Central High School,CHS,Central High School,196 Main St,Anytown,CA,90210,Parent96,555-1096,parent96@email.com,Yes,Yes,No,SLD,Medical notes for student 96,20/40,Normal,Below Basic,Early Intermediate,Case Manager 2,Speech Provider 1,Mental Health Provider 1,OT Provider 1,SLD,348,Goal for student 96: Improve academic performance and social skills,Notes for student 96: Requires additional support in math and reading,IEP,100007,PE,102,100036,Music,103,100010,French,102,100026,English,204,100032,Art,101,100024,History,203,100014,English,204
123456886,Student97,Aeries97,T,student97@school.edu,555-0097,2008-02-14,F,8,Central High School,CHS,Central High School,197 Main St,Anytown,CA,90210,Parent97,555-1097,parent97@email.com,No,No,No,OHI,,20/20,Normal,Basic,Intermediate,Case Manager 3,Speech Provider 2,Mental Health Provider 2,OT Provider 2,OHI,351,Goal for student 97: Improve academic performance and social skills,Notes for student 97: Requires additional support in math and reading,504,100011,PE,204,100040,English,101,100041,English,205,100006,Math,201,100022,Art,201,100006,French,104,100017,PE,103
123456887,Student98,Aeries98,U,student98@school.edu,555-0098,2008-03-15,M,9,Central High School,CHS,Central High School,198 Main St,Anytown,CA,90210,Parent98,555-1098,parent98@email.com,No,No,No,ASD,,20/20,Normal,Proficient,Early Advanced,Case Manager 4,Speech Provider 3,Mental Health Provider 3,OT Provider 3,ASD,354,Goal for student 98: Improve academic performance and social skills,Notes for student 98: Requires additional support in math and reading,IEP,100020,Spanish,103,100011,Computer Science,102,100027,English,104,100013,Spanish,105,100037,Science,204,100014,Spanish,105,100041,History,202
123456888,Student99,Aeries99,V,student99@school.edu,555-0099,2008-04-16,F,10,Central High School,CHS,Central High School,199 Main St,Anytown,CA,90210,Parent99,555-1099,parent99@email.com,Yes,No,No,ED,Medical notes for student 99,20/20,Normal,Advanced,Advanced,Case Manager 5,Speech Provider 1,Mental Health Provider 1,OT Provider 1,ED,357,Goal for student 99: Improve academic performance and social skills,Notes for student 99: Requires additional support in math and reading,504,100014,Science,202,100009,Spanish,105,100031,English,201,100002,Art,103,100036,Math,205,100019,Art,205,100029,Computer Science,202
123456889,Student100,Aeries100,W,student100@school.edu,555-0100,2008-05-17,M,11,Central High School,CHS,Central High School,200 Main St,Anytown,CA,90210,Parent100,555-1100,parent100@email.com,No,Yes,Yes,SLD,,20/40,Mild hearing loss,Below Basic,Beginning,Case Manager 1,Speech Provider 2,Mental Health Provider 2,OT Provider 2,SLD,60,Goal for student 100: Improve academic performance and social skills,Notes for student 100: Requires additional support in math and reading,IEP,100016,History,103,100013,Science,101,100004,Art,105,100027,PE,202,100033,French,103,100008,Computer Science,103,100037,Spanish,103
